Name,Team,City,Position,Jersey,Height (ft),Weight (lbs),Draft Year,Draft Round,Draft Number,School,Birthday,Start Year,End Year,PTS,AST,REB
Darrell Lockhart,Spurs,San Antonio,Forward,32,6.9,245,1983,2,35,Auburn,9/14/1960,1983,1983,2,0,1.5
Ian Lockhart,Suns,Phoenix,Forward,51,6.8,240,Undrafted,Undrafted,Undrafted,Tennessee,6/25/1967,1990,1990,4,0,0
Kevin Loder,Kings,Kansas City,Forward,9,6.6,205,1981,1,17,Alabama State,3/15/1959,1981,1983,5.9,1.2,2.3
Don Lofgran,Olympians,Indianapolis,Forward,8,6.5,200,1950,1,11,San Francisco,11/18/1928,1950,1953,6.1,1,3.9
Zach Lofton,,,,,,,Undrafted,Undrafted,Undrafted,New Mexico State,11/18/1992,2018,2018,0,0,0
Johnny Logan,Bombers,St. Louis,Guard,17,6.2,175,Undrafted,Undrafted,Undrafted,Indiana,1/1/1921,1946,1950,12.4,3,4.6
Brad Lohaus,Bucks,Milwaukee,Forward-Center,54,6.1,230,1987,2,45,Iowa,9/29/1964,1987,1997,5.9,1.1,2.8
Art Long,SuperSonics,Seattle,Forward,35,6.9,250,Undrafted,Undrafted,Undrafted,Cincinnati,10/1/1972,2000,2002,3.5,0.5,3.3
Grant Long,,,,,,,1988,2,33,Eastern Michigan,3/12/1966,1988,2002,9.5,1.7,6.1
John Long,Pistons,Detroit,Guard,25,6.5,200,1978,2,29,Detroit Mercy,8/28/1956,1978,1996,13.6,1.9,2.8
Paul Long,Pistons,Detroit,Guard,5,6.2,180,1967,5,45,Wake Forest,2/8/1944,1967,1970,3.9,0.8,0.8
Shawn Long,76ers,Philadelphia,Forward,36,6.9,255,Undrafted,Undrafted,Undrafted,Louisana-Lafayette,1/29/1993,2016,2016,8.2,0.7,4.7
Luc Longley,,,,,,,1991,1,7,New Mexico,1/19/1969,1991,2000,7.2,1.5,4.9
Kevon Looney,Warriors,Golden State,Forward,5,6.9,222,2015,1,30,UCLA,2/6/1996,2015,Present,3.4,1,3.3
Brook Lopez,Bucks,Milwaukee,Center,11,7,282,2008,1,10,Stanford,4/1/1988,2008,Present,12,1.5,4.6
Felipe Lopez,Grizzlies,Vancouver,Guard-Forward,13,6.5,195,1998,1,24,St. John's (NY),12/19/1974,1998,2002,5.8,1,2.4
Raul Lopez,,,,,,,2001,1,24,,4/15/1980,2002,2004,6.5,3.8,1.7
Robin Lopez,Bucks,Milwaukee,Center,42,7,281,2008,1,15,Stanford,4/1/1988,2008,Present,5.4,0.7,2.4
Ryan Lorthridge,Warriors,Golden State,Guard,Sep-33,6.4,190,Undrafted,Undrafted,Undrafted,Jackson State,7/27/1972,1994,1994,7.4,2.7,1.9
Jim Loscutoff,Celtics,Boston,Forward,18,6.5,220,1955,1,3,Oregon,2/4/1930,1955,1963,6.2,0.7,5.6
Plummer Lott,SuperSonics,Seattle,Forward,43,6.5,210,1967,5,54,Seattle,12/11/1945,1967,1968,2.2,0.6,1.8
Kevin Loughery,Bullets,Baltimore,Guard,22,6.3,190,1962,2,11,St. John's (NY),3/28/1940,1962,1972,15.3,3.7,3
Bob Love,Bulls,Chicago,Forward,10,6.8,215,1965,4,33,Southern University,12/8/1942,1966,1976,17.6,1.4,5.9
Kevin Love,Cavaliers,Cleveland,Forward-Center,0,6.8,251,2008,1,5,UCLA,9/7/1988,2008,Present,17.6,3.2,9.8
Stan Love,Bullets,Baltimore,Forward,34,6.9,215,1971,1,9,Oregon,4/9/1949,1971,1974,6.8,0.8,4
Clyde Lovellette,Lakers,Minneapolis,Center,34,6.9,234,1952,1,9,Kansas,9/7/1929,1953,1963,17,1.6,9.5
Sidney Lowe,Timberwolves,Minnesota,Guard,35,6,195,1983,2,25,North Carolina State,1/21/1960,1983,1989,2.9,3.9,1.7
Chuck Lowery,Bucks,Milwaukee,Guard,6,6.3,185,1971,8,125,Puget Sound,11/12/1949,1971,1971,2.3,0.7,1
Kyle Lowry,Raptors,Toronto,Guard,7,6,196,2006,1,24,Villanova,3/25/1986,2006,Present,19.4,7.5,5
Jordan Loyd,Raptors,Toronto,Guard,8,6.4,210,Undrafted,Undrafted,Undrafted,Indianapolis,7/27/1993,2018,2018,2.4,0.5,0.8
Al Lucas,Celtics,Boston,Forward,20,6.3,195,Undrafted,Undrafted,Undrafted,Fordham,7/4/1922,1948,1948,1,1,
Jerry Lucas,Royals,Cincinnati,Forward,32,6.8,230,1962,,,Ohio State,3/30/1940,1963,1973,17,3.3,15.6
John Lucas,Rockets,Houston,Guard,10,6.3,175,1976,1,1,Maryland,10/31/1953,1976,1989,10.7,7,2.3
Kalin Lucas,Grizzlies,Memphis,Guard,24,6.1,195,Undrafted,Undrafted,Undrafted,Michigan State,5/24/1989,2014,2018,1,0.5,1.5
Maurice Lucas,Trail Blazers,Portland,Forward,20,6.9,215,1974,1,14,Marquette,2/18/1952,1976,1987,14.4,2.3,8.8
John Lucas III,,,,,,,Undrafted,Undrafted,Undrafted,Oklahoma State,11/21/1982,2005,2016,4.7,1.5,1
Ted Luckenbill,Warriors,San Francisco,Forward,12,6.6,205,1961,2,15,Houston,7/27/1939,1961,1962,2.3,0.4,1.9
Tyronn Lue,Hawks,Atlanta,Guard,10,6,175,1998,1,23,Nebraska,5/3/1977,1998,2008,8.5,3.1,1.7
Jim Luisi,Bullets,Baltimore,Guard,,6.2,180,1951,6,56,St. Francis Brooklyn,11/2/1928,1953,1953,2.9,1.1,0.8
Al Lujack,Capitols,Washington,Forward,,6.3,220,Undrafted,Undrafted,Undrafted,Georgetown,10/5/1921,1946,1946,0.8,0,
Phil Lumpkin,Trail Blazers,Portland,Guard,10,6,165,1974,2,34,Miami (OH),12/20/1951,1974,1975,3.3,2.7,1
Ray Lumpp,Knicks,New York,Guard,,6.1,178,1948,,,New York University,7/11/1923,1948,1952,8.2,2.2,2.2
Timothe Luwawu-Cabarrot,Nets,Brooklyn,Guard-Forward,9,6.7,220,2016,1,24, ,5/9/1995,2016,Present,7.8,0.6,2.7
Tyler Lydon,Nuggets,Denver,Forward,20,6.1,225,2017,1,24,Syracuse,4/9/1996,2017,2018,0.9,0.2,0.7
Trey Lyles,Spurs,San Antonio,Forward,41,6.9,234,2015,1,12,Kentucky,11/5/1995,2015,Present,6.4,1.1,5.7
George Lynch,Hornets,New Orleans,Forward,9,6.8,235,1993,1,12,North Carolina,9/3/1970,1993,2004,6.6,1.4,5
Kevin Lynch,Hornets,Charlotte,Forward,9,6.5,195,1991,2,28,Minnesota,12/24/1968,1991,1992,3.3,1.1,1.3
Mike Lynn,Lakers,Los Angeles,Forward,25,6.7,215,1968,4,39,California-Los Angeles,11/25/1945,1969,1970,2.6,0.6,1.4
Sheldon Mac,Wizards,Washington,Guard-Forward,9,6.6,200,Undrafted,Undrafted,Undrafted,Miami,12/21/1992,2016,2016,3,0.5,1.1
Todd MacCulloch,76ers,Philadelphia,Center,11,7,280,1999,2,47,Washington,1/27/1976,1999,2003,6.1,0.5,4
Ronnie MacGilvray,Hawks,Milwaukee,Guard,8,6.2,185,1952,,,St. John's (NY),7/20/1930,1954,1954,1.3,1.8,1.5
Don MacLean,,,,,,,1992,1,19,California-Los Angeles,1/16/1970,1992,2000,10.9,1.3,3.8
Mike Macaluso,Braves,Buffalo,Forward,21,6.5,210,1973,6,88,Canisius,7/20/1951,1973,1973,1.6,0.1,0.8
Ed Macauley,Celtics,Boston,Center,22,6.8,185,1949,,,Saint Louis,3/22/1928,1949,1958,17.5,3.2,7.5
Scott Machado,,,,,,,Undrafted,Undrafted,Undrafted,Iona,6/8/1990,2012,2018,1.8,0.9,0.1
Arvydas Macijauskas,Hornets,New Orleans/Oklahoma City,Guard,6,6.4,214,Undrafted,Undrafted,Undrafted,Lithuania,1/19/1980,2005,2005,2.3,0.3,0.5
Ollie Mack,Mavericks,Dallas,Guard,17,6.3,185,1979,2,25,East Carolina,6/6/1957,1979,1981,7.2,1.8,2.5
Sam Mack,,,,,,,Undrafted,Undrafted,Undrafted,Houston,5/26/1970,1992,2001,7.8,1.3,2.1
Shelvin Mack,Hornets,Charlotte,Guard,6,6.3,203,2011,2,34,Butler,4/22/1990,2011,2018,6.6,3.1,2
Malcolm Mackey,Suns,Phoenix,Forward,27,6.9,248,1993,1,27,Georgia Tech,7/11/1970,1993,1993,1.5,0,1.1
Rudy Macklin,Hawks,Atlanta,Forward,41,6.7,205,1981,3,52,Louisiana State,2/19/1958,1981,1983,6.4,0.8,2.9
Vernon Macklin,Pistons,Detroit,Forward,20,6.1,227,2011,2,52,Florida,9/25/1986,2011,2011,2,0.2,1.5
Johnny Macknowski,Nationals,Syracuse,Guard,5,6.1,180,1948,,,Seton Hall,1/7/1923,1949,1950,7,1.1,1.9
Daryl Macon,,,,,,,Undrafted,Undrafted,Undrafted,Arkansas,11/29/1995,2018,Present,0.8,0.3,0
Mark Macon,,,,,,,1991,1,8,Temple,4/14/1969,1991,1998,6.7,1.7,1.9
J.P. Macura,,,,,,,Undrafted,Undrafted,Undrafted,Xavier,6/5/1995,2018,2019,0,0,0
Kyle Macy,Suns,Phoenix,Guard,44,6.3,175,1979,1,22,Kentucky,4/9/1957,1980,1986,9.5,4,2.2
Jack Maddox,Jets,Indianapolis,Forward,,6.2,185,Undrafted,Undrafted,Undrafted,West Texas A&M,12/10/1921,1948,1948,0,1,
Tito Maddox,Rockets,Houston,Guard,6,6.4,190,2002,2,37,Fresno State,6/8/1981,2002,2002,1.2,0.6,0.8
Gerald Madkins,Cavaliers,Cleveland,Guard,12,6.4,200,Undrafted,Undrafted,Undrafted,UCLA,4/18/1969,1993,1997,1.7,1.4,0.5
Mark Madsen,Timberwolves,Minnesota,Forward,35,6.9,255,2000,1,29,Stanford,1/28/1976,2000,2008,2.2,0.4,2.6
Norm Mager,Bullets,Baltimore,Forward,,6.5,185,1950,5,,City College of New York,3/23/1926,1950,1950,5.2,0.9,2
Josh Magette,,,,,,,Undrafted,Undrafted,Undrafted,Alabama Huntsville,11/28/1989,2017,Present,1.5,0.6,0.8
Corey Maggette,Clippers,Los Angeles,Forward,50,6.6,225,1999,1,13,Duke,11/12/1979,1999,2012,16,2.1,4.9
Dave Magley,Cavaliers,Cleveland,Forward,30,6.8,202,1982,2,28,Kansas,11/24/1959,1982,1982,0.9,0.1,0.7
Jamaal Magloire,Hornets,New Orleans,Center,21,6.1,265,2000,1,19,Kentucky,5/21/1978,2000,2011,7.2,0.6,6.5
Ian Mahinmi,Wizards,Washington,Center,28,6.1,262,2005,1,28, ,11/5/1986,2007,Present,7.4,1.3,5.7
John Mahnken,Celtics,Boston,Center,16,6.8,220,Undrafted,Undrafted,Undrafted,Georgetown,6/16/1922,1946,1952,5.8,1.3,2.9
Francis Mahoney,Celtics,Boston,Forward,,6.2,205,1950,6,,Brown,11/20/1927,1952,1953,1.5,0.3,1.1
Rick Mahorn,Bullets,Washington,Forward,4,6.1,260,1980,2,35,Hampton,9/21/1958,1980,1998,6.9,1,6.2
Dan Majerle,Suns,Phoenix,Guard-Forward,9,6.6,222,1988,1,14,Central Michigan,9/9/1965,1988,2001,11.4,2.9,4.5
Renaldo Major,,,,,,,Undrafted,Undrafted,Undrafted,Fresno State,5/7/1982,2006,2006,5,0,2
Thon Maker,Pistons,Detroit,Forward-Center,7,7,221,2016,1,10, ,2/25/1997,2016,Present,4.7,0.7,2.8
Lionel Malamed,Jets,Indianapolis,Guard,,5.9,150,Undrafted,Undrafted,Undrafted,City College of New York,11/15/1924,1948,1948,5.9,1.4,
Jeff Malone,,,,,,,1983,1,10,Mississippi State,6/28/1961,1983,1995,19,2.4,2.6
Karl Malone,Jazz,Utah,Forward,32,6.9,259,1985,1,13,Louisiana Tech,7/24/1963,1985,2003,25,3.6,10.1
Moses Malone,Rockets,Houston,Center,24,6.1,215,Undrafted,Undrafted,Undrafted,,3/23/1955,1976,1994,20.6,1.4,12.2
Matt Maloney,,,,,,,Undrafted,Undrafted,Undrafted,Pennsylvania,12/6/1971,1996,2002,7.4,2.9,1.7
Steve Malovic,Clippers,San Diego,Forward,,6.1,230,1978,7,149,San Diego State,7/21/1956,1979,1979,2.1,0.7,2.2
Ted Manakas,Kings,Kansas City-Omaha,Guard,23,6.2,180,1973,3,36,Princeton,2/22/1951,1973,1973,2.4,0.4,0.6
John Mandic,Jets,Indianapolis,Forward,,6.4,205,1947,,,Oregon State,10/3/1919,1948,1949,4.1,1.1,
Frank Mangiapane,Knicks,New York,Guard,5,5.1,195,Undrafted,Undrafted,Undrafted,New York University,8/25/1925,1946,1946,0.8,0,
Marcus Mann,Warriors,Golden State,Forward,34,6.8,245,1996,2,40,Mississippi Valley State,12/19/1973,1996,1997,,,
Terance Mann,Clippers,LA,Guard-Forward,14,6.5,215,2019,2,48,Florida State,10/18/1996,2019,Present,2.4,1.3,1.3
Danny Manning,,,,,,,1988,1,1,Kansas,5/17/1966,1988,2002,14,2.3,5.2
Ed Manning,Bullets,Baltimore,Forward,35,6.7,210,1967,8,80,Jackson State,1/2/1944,1967,1970,5.1,0.7,4.5
Richard Manning,Grizzlies,Vancouver,Center,50,6.1,245,1993,2,40,Washington,6/23/1970,1995,1996,3.3,0.2,1.7
Pace Mannion,Jazz,Utah,Guard,5,6.7,190,1983,2,43,Utah,9/22/1960,1983,1988,3.1,1.1,1.2
Nick Mantis,Zephyrs,Chicago,Guard,23,6.3,190,1959,5,37,Northwestern,12/7/1935,1959,1962,5.6,2.2,2.2
Pete Maravich,Jazz,Utah,Guard,7,6.5,197,1970,1,3,Louisiana State,6/22/1947,1970,1979,24.2,5.4,4.2
Peter Maravich,Ironmen,Pittsburgh,Guard,,6,185,Undrafted,Undrafted,Undrafted,Davis & Elkins,8/20/1920,1946,1946,4.6,0.1,
Devyn Marble,Magic,Orlando,Forward,11,6.6,200,2014,2,56,Iowa,9/21/1992,2014,2015,2.2,0.7,1.6
Roy Marble,Hawks,Atlanta,Guard,5,6.6,190,1989,1,23,Iowa,12/13/1966,1989,1993,1.9,0.4,1.1
Stephon Marbury,Knicks,New York,Guard,8,6.2,205,1996,1,4,Georgia Tech,2/20/1977,1996,2008,19.3,7.6,3
Sarunas Marciulionis,Cavaliers,Cleveland,Guard,78,6.5,200,1987,6,127,,6/13/1964,1989,1996,12.8,2.2,2.3
Saul Mariaschin,Celtics,Boston,Guard,4,5.11,165,1947,,,Harvard,9/1/1924,1947,1947,7.7,1.4,
Jack Marin,Bullets,Baltimore,Forward,24,6.6,200,1966,1,5,Duke,10/12/1944,1966,1976,14.8,2.1,5.2
Shawn Marion,Suns,Phoenix,Guard-Forward,31,6.7,228,1999,1,9,Nevada-Las Vegas,5/7/1978,1999,2014,15.2,1.9,8.7
Boban Marjanovic,Mavericks,Dallas,Center,51,7.4,290,Undrafted,Undrafted,Undrafted, ,8/15/1988,2015,Present,6.6,0.5,4.5
Lauri Markkanen,Bulls,Chicago,Forward-Center,24,7,240,2017,1,7,Arizona,5/22/1997,2017,Present,14.7,1.5,6.3
Damir Markota,Bucks,Milwaukee,Forward,52,6.1,225,2006,2,59,,12/26/1985,2006,2006,1.7,0.2,1
Sean Marks,,,,,,,1998,2,44,California,8/23/1975,1998,2010,2.8,0.2,2.2
Harvey Marlatt,Pistons,Detroit,Guard,26,6.3,185,Undrafted,Undrafted,Undrafted,Eastern Michigan,8/26/1948,1970,1972,3.7,1.5,1.4
Eric Marsh,Warriors,Golden State,Guard,21,6.3,200,1977,8,165,Manhattan,3/10/1954,1977,1977,4.5,1.5,1.3
Jim Marsh,Trail Blazers,Portland,Forward,41,6.7,215,1968,11,136,Southern California,4/26/1946,1971,1971,3.1,0.8,2.2
Donny Marshall,Cavaliers,Cleveland,Forward,13,6.7,230,1995,2,39,Connecticut,7/17/1972,1995,2002,2.5,0.3,1
Donyell Marshall,Warriors,Golden State,Forward,8,6.9,245,1994,1,4,Connecticut,5/18/1973,1994,2008,11.2,1.4,6.7
Kendall Marshall,Lakers,Los Angeles,Guard,5,6.4,200,2012,1,13,North Carolina,8/19/1991,2012,2015,5,4.9,1.6
Rawle Marshall,Pacers,Indiana,Guard-Forward,2,6.7,190,Undrafted,Undrafted,Undrafted,Oakland,2/20/1982,2005,2006,2.7,0.4,1
Tom Marshall,Royals,Cincinnati,Forward,20,6.4,215,1954,1,7,Western Kentucky,1/6/1931,1954,1958,5.7,1.1,2.9
Vester Marshall,SuperSonics,Seattle,Forward,45,6.7,200,Undrafted,Undrafted,Undrafted,Oklahoma,12/22/1948,1973,1973,1.3,0.3,2.8
Bill Martin,Pacers,Indiana,Forward,26,6.7,205,1985,2,26,Georgetown,8/16/1962,1985,1987,4.7,0.7,1.6
Bob Martin,Clippers,Los Angeles,Center,42,7,250,Undrafted,Undrafted,Undrafted,Minnesota,10/7/1969,1993,1994,2.1,0.3,2.2
Brian Martin,Trail Blazers,Portland,Forward,35,6.9,212,1984,9,185,Kansas,8/18/1962,1985,1985,0.8,0,0.5
Caleb Martin,Hornets,Charlotte,Forward,10,6.5,205,Undrafted,Undrafted,Undrafted,Nevada-Reno,9/28/1995,2019,Present,6.2,1.3,2.1
Cartier Martin,Wizards,Washington,Forward,35,6.7,220,Undrafted,Undrafted,Undrafted,Kansas State,11/20/1984,2008,2014,5.1,0.5,1.9
Cody Martin,Hornets,Charlotte,Forward,11,6.5,205,2019,2,36,Nevada-Reno,9/28/1995,2019,Present,5,2,3.3
Cuonzo Martin,,,,,,,1995,2,57,Purdue,9/23/1971,1995,1996,1.3,0.4,0.4
Darrick Martin,,,,,,,Undrafted,Undrafted,Undrafted,UCLA,3/6/1971,1994,2007,6.9,2.9,1.1
Don Martin,Bombers,St. Louis,Center,,6.7,210,Undrafted,Undrafted,Undrafted,Central Missouri,2/7/1920,1946,1948,3,0.3,
Donald Martin,Steamrollers,Providence,Guard,,5.8,160,Undrafted,Undrafted,Undrafted,Georgetown,5/25/1920,1946,1947,9.1,0.8,
Fernando Martin,Trail Blazers,Portland,Center,10,6.9,220,1985,2,38,,3/25/1962,1986,1986,0.9,0.4,1.2
Jarell Martin,Magic,Orlando,Forward,2,6.1,239,2015,1,25,Louisiana State,5/24/1994,2015,2018,5.4,0.6,3.5
Jeff Martin,Clippers,Los Angeles,Guard,15,6.5,195,1989,2,31,Murray State,1/14/1967,1989,1990,6.7,0.8,2
Jeremiah Martin,Nets,Brooklyn,Guard,0,6.2,185,Undrafted,Undrafted,Undrafted,Memphis,6/19/1996,2019,Present,7.1,2,1.1
Kelan Martin,Timberwolves,Minnesota,Forward,30,6.5,230,Undrafted,Undrafted,Undrafted,Butler,8/3/1995,2019,Present,6.4,0.7,3.1
Kenyon Martin,,,,,,,2000,1,1,Cincinnati,12/30/1977,2000,2014,12.3,1.9,6.8
Kevin Martin,Kings,Sacramento,Guard,23,6.7,199,2004,1,26,Western Carolina,2/1/1983,2004,2015,17.4,1.9,3.2
Larue Martin,Trail Blazers,Portland,Center,35,6.1,208,1972,1,1,Loyola-Chicago,3/30/1950,1972,1975,5.3,0.7,4.6
Mo Martin,Nuggets,Denver,Guard,11,6.6,200,1986,1,16,Saint Joseph's,7/2/1964,1986,1987,3,0.7,0.9
Phil Martin,Hawks,Milwaukee,Guard,6,6.3,190,1954,4,29,Toledo,4/2/1928,1954,1954,1.7,0.9,1.4
Ronald Martin,Knicks,New York,Guard,7,6.2,185,1961,2,10,St. Bonaventure,4/11/1939,1961,1961,3.4,1.7,2.4
Slater Martin,Lakers,Minneapolis,Guard,22,5.1,170,Undrafted,Undrafted,Undrafted,Texas,10/22/1925,1949,1959,9.8,4.2,3.4
Jamal Mashburn,Mavericks,Dallas,Forward,24,6.8,247,1993,1,4,Kentucky,11/29/1972,1993,2003,19.1,4,5.4
Al Masino,Hawks,Milwaukee,Guard,12,5.1,174,Undrafted,Undrafted,Undrafted,Canisius,2/5/1928,1952,1953,4.8,1.8,2.1
Anthony Mason,Knicks,New York,Forward,17,6.8,255,1988,3,53,Tennessee State,12/14/1966,1989,2002,10.9,3.4,8.3
Desmond Mason,,,,,,,2000,1,17,Oklahoma State,10/11/1977,2000,2009,12.1,1.6,4.5
Frank Mason,Bucks,Milwaukee,Guard,15,5.11,190,2017,2,34,Kansas,4/3/1994,2017,Present,6.9,3.2,2.1
Roger Mason Jr.,,,,,,,2002,2,30,Virginia,9/10/1980,2002,2013,6.3,1.3,1.7
Tony Massenburg,Grizzlies,Memphis,Forward-Center,34,6.9,250,1990,2,43,Maryland,7/31/1967,1990,2004,6.2,0.4,4.3
Eddie Mast,Knicks,New York,Forward,25,6.9,220,1969,3,40,Temple,10/3/1948,1970,1972,2.5,0.5,2.4
Yante Maten,Heat,Miami,Forward,0,6.8,240,Undrafted,Undrafted,Undrafted,Georgia,8/14/1996,2018,2018,1,0,1.5
Garrison Mathews,Wizards,Washington,Guard,24,6.5,215,Undrafted,Undrafted,Undrafted,Lipscomb,10/24/1996,2019,Present,5.4,0.6,1.3
Mangok Mathiang,Hornets,Charlotte,Forward-Center,9,6.1,230,Undrafted,Undrafted,Undrafted,Louisville,10/8/1992,2017,2017,2,0,2.5
Wes Matthews,Hawks,Atlanta,Guard,1,6.1,170,1980,1,14,Wisconsin,8/24/1959,1980,1989,7.9,4.2,1.3
Wesley Matthews,Bucks,Milwaukee,Guard,9,6.4,220,Undrafted,Undrafted,Undrafted,Marquette,10/14/1986,2009,Present,7.4,1.4,2.5
Ariel Maughan,Bombers,St. Louis,Forward,,6.4,190,Undrafted,Undrafted,Undrafted,Utah State,2/23/1923,1946,1950,7.9,1.2,4
Marlon Maxey,Timberwolves,Minnesota,Forward,25,6.8,250,1992,2,28,Texas-El Paso,2/19/1969,1992,1993,4.9,0.2,3.7
Jason Maxiell,Pistons,Detroit,Forward,54,6.7,260,2005,1,26,Cincinnati,2/18/1983,2005,2014,5.6,0.4,4.2
Cedric Maxwell,Celtics,Boston,Forward,31,6.8,205,1977,1,12,North Carolina-Charlotte,11/21/1955,1977,1987,12.5,2.2,6.3
Vernon Maxwell,Rockets,Houston,Guard,3,6.4,190,1988,2,47,Florida,9/12/1965,1988,2000,12.8,3.4,2.6
Don May,Hawks,Atlanta,Forward,23,6.4,200,1968,3,30,Dayton,1/3/1946,1968,1974,8.8,1,3.5
Scott May,Bulls,Chicago,Forward,24,6.6,215,1976,1,2,Indiana,3/19/1954,1976,1982,10.4,1.7,4.1
Sean May,Bobcats,Charlotte,Center-Forward,42,6.9,266,2005,1,13,North Carolina,4/4/1984,2005,2009,6.9,1,4
Lee Mayberry,,,,,,,1992,1,23,Arkansas,6/12/1970,1992,1998,5.1,3.6,1.3
Clyde Mayes,Bucks,Milwaukee,Forward,22,6.8,225,1975,2,22,Furman,3/17/1953,1975,1976,4,0.5,3.8
Tharon Mayes,76ers,Philadelphia,Guard,8,6.3,175,Undrafted,Undrafted,Undrafted,Florida State,9/9/1968,1991,1991,4.1,1.5,0.7
Bill Mayfield,Warriors,Golden State,Forward,36,6.7,205,Undrafted,Undrafted,Undrafted,Iowa,10/17/1957,1980,1980,2.4,0.1,1.3
Ken Mayfield,Knicks,New York,Guard,16,6.2,185,1971,3,50,Tuskegee,5/11/1948,1975,1975,2.8,0.3,0.6
Eric Maynor,,,,,,,2009,1,20,Va Commonwealth,6/11/1987,2009,2013,4.3,2.8,1.3
O.J. Mayo,Grizzlies,Memphis,Guard,3,6.5,210,2008,1,3,Southern California,11/5/1987,2008,2015,13.8,2.9,3.1
Travis Mays,Kings,Sacramento,Guard,1,6.2,190,1990,1,14,Texas,6/19/1968,1990,1992,11.1,2.8,2
Matt Mazza,Redskins,Sheboygan,Forward,,6.3,210,Undrafted,Undrafted,Undrafted,Michigan State,9/23/1923,1949,1949,3.8,1.1,
Luc Mbah a Moute,Rockets,Houston,Forward,12,6.8,230,2008,2,37,UCLA,9/9/1986,2008,2019,1.7,0,0.7
DJ Mbenga,Lakers,Los Angeles,Center,28,7,255,Undrafted,Undrafted,Undrafted,"Kinshasa, DRC",12/30/1980,2004,2010,1.8,0.2,1.5
Bob McAdoo,Braves,Buffalo,Center,11,6.9,210,1972,1,2,North Carolina,9/15/1951,1972,1985,22.1,2.3,9.4
James Michael McAdoo,,,,,,,Undrafted,Undrafted,Undrafted,North Carolina,1/4/1993,2014,2017,3,0.3,1.7
Ken McBride,Hawks,Milwaukee,Forward,4,6.3,190,1952,,,Maryland-Eastern Shore,4/14/1905,1954,1954,9.8,1.2,2.6
Tahjere McCall,,,,,,,Undrafted,Undrafted,Undrafted,Tennessee State,8/17/1994,2018,2018,4,0,1
Ray McCallum,,,,,,,2013,2,36,Detroit,6/12/1991,2013,2015,6,2.4,2
Bob McCann,,,,,,,1987,2,32,Morehead State,4/22/1964,1989,1997,4.2,0.6,2.6
Brendan McCann,Knicks,New York,Guard,3,6.2,178,1957,1,5,St. Bonaventure,7/5/1935,1957,1959,1.8,1.6,1.2
Mel McCants,Lakers,Los Angeles,Forward,49,6.8,240,Undrafted,Undrafted,Undrafted,Purdue,8/19/1967,1989,1989,1.7,0.2,0.5
Rashad McCants,Timberwolves,Minnesota,Guard,7,6.4,215,2005,1,14,North Carolina,9/25/1984,2005,2008,10,1.3,2
Mike McCarron,Huskies,Toronto,Guard,,5.11,180,Undrafted,Undrafted,Undrafted,Seton Hall,3/2/1922,1946,1949,9.7,0.9,
Andre McCarter,Kings,Kansas City,Guard,33,6.3,190,1976,6,89,California-Los Angeles,8/25/1953,1976,1980,3.8,1.7,0.9
Willie McCarter,Lakers,Los Angeles,Guard,17,6.3,175,1969,1,12,Drake,7/26/1946,1969,1971,7,2,1.6
Johnny McCarthy,Hawks,St. Louis,Guard,21,6.1,185,1956,,,Canisius,4/25/1934,1956,1963,7.8,3.7,3.6
Howie McCarty,Falcons,Detroit,,,,,Undrafted,Undrafted,Undrafted,Wayne State (MI),4/2/1905,1946,1946,1.1,0.1,
Kelly McCarty,Nuggets,Denver,Guard-Forward,11,6.7,200,Undrafted,Undrafted,Undrafted,Southern Mississippi,8/24/1975,1998,1998,2,0,1.5
Walter McCarty,Celtics,Boston,Forward,0,6.1,245,1996,1,19,Kentucky,2/1/1974,1996,2005,5.2,1.1,2.6
Amal McCaskill,76ers,Philadelphia,Center,0,6.1,235,1996,2,49,Marquette,10/28/1973,1996,2003,1.8,0.3,1.9
Patrick McCaw,Raptors,Toronto,Guard,22,6.7,181,2016,2,38,UNLV,10/25/1995,2016,Present,4.6,2.1,2.3
Dwayne McClain,Pacers,Indiana,Guard,44,6.6,185,1985,2,27,Villanova,2/7/1963,1985,1985,3.5,1.5,0.7
Ted 'Hound Dog' McClain,Nuggets,Denver,Guard,12,6.1,180,1971,2,22,Tennessee State,8/30/1947,1976,1978,5.9,3,2.3
Dan McClintock,Nuggets,Denver,Center,50,7,270,2000,2,53,Northern Arizona,4/19/1977,2000,2000,3,0.2,2.8
Jack McCloskey,Warriors,Philadelphia,Guard, ,6.2,190,Undrafted,Undrafted,Undrafted,Pennsylvania,9/19/1925,1952,1952,6,1,3
George McCloud,Pacers,Indiana,Forward,21,6.8,230,1989,1,7,Florida State,5/27/1967,1989,2002,9,2.3,3.1
CJ McCollum,Trail Blazers,Portland,Guard,3,6.3,190,2013,1,10,Lehigh,9/19/1991,2013,Present,22.2,4.4,4.2
John McConathy,Hawks,Milwaukee,Forward,15,6.5,195,1951,1,5,Northwestern State,4/9/1930,1951,1951,1.3,0.7,1.8
Paul McConnell,Hawks,Milwaukee,Guard, ,5.1,170,Undrafted,Undrafted,Undrafted,Marshall,7/1/1928,1952,1952,4.9,2.9,2.4
T.J. McConnell,Pacers,Indiana,Guard,9,6.1,190,Undrafted,Undrafted,Undrafted,Arizona,3/25/1992,2015,Present,6.5,5,2.7
